,Latitude,Longitude,Sample Date,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,pet,nir,green,swir16,swir22,NDMI,MNDWI
25,-32.595833,19.009444,2011-06-01,8.621,63.1,19.0,52.7,15218.5,10334.0,14735.0,12208.5,0.0161416862804012,-0.175555466911324
26,-25.99136,27.84208,2011-10-01,82.432,283.8,32.0,173.2,18631.5,11771.5,16495.0,12815.0,0.0608230253512303,-0.1671059381246346
27,-26.73806,27.59194,2011-10-01,55.3,189.1,105.0,179.40001,9089.5,9167.0,7963.0,7740.0,0.066060694912769,0.01275080054398084
28,-26.45,28.085833,2011-10-01,105.711,635.0,80.0,172.90001,15210.0,10720.0,17974.0,14201.0,-0.0832931533269042,-0.2528054645570494
29,-30.86013889,29.07125,2011-10-01,40.861,95.6,10.0,138.0,14558.0,10724.5,11450.0,10000.5,0.1195016917871419,-0.0327177613925904
30,-27.356667,27.286389,2011-10-01,64.1,164.0,151.0,185.8,16828.5,9502.5,12665.5,9643.0,0.1411473520037969,-0.1426831468783826
31,-27.01011111,26.69808333,2011-11-01,66.1,203.4,131.0,191.7,12433.5,10433.5,9579.5,8531.5,0.1296506609730608,0.01275080054398084
32,-25.73411,27.21422,2011-11-01,8.0,34.04,56.0,182.5,21914.0,17765.0,22170.5,17965.5,-0.005818371536481,-0.1103153835559837
33,-26.98472222,26.63227778,2011-11-01,128.0,196.7,158.0,192.0,13683.0,10207.0,14011.5,11850.5,-0.0118615609597573,-0.1570906538390067
34,-27.398611,26.614722,2011-11-01,71.6,190.6,127.0,197.40001,15515.5,10247.0,12823.0,10403.5,0.0950120860313704,-0.111660164716081
35,-27.671111,27.236944,2011-11-01,75.096,275.7,71.0,192.1,14887.0,10943.0,13522.0,11403.0,0.0480481537540918,-0.1054159002656852
36,-29.160278,26.573333,2011-11-01,120.27,177.3,10.0,199.1,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
37,-34.250556,20.9925,2011-11-01,26.8,304.5,12.0,140.2,12323.0,9019.0,13161.0,10800.5,-0.0328833778056818,-0.1867448151487818
38,-25.45963889,28.26430556,2011-11-01,132.0,489.0,82.0,182.8,13959.0,9926.0,15156.5,12552.5,-0.0411292953924884,-0.2085318449117902
39,-25.81048333,27.90955222,2011-12-01,131.0,584.0,10.0,164.1,16870.5,9753.0,13408.0,10257.0,0.1143550704295123,-0.1578083847847668
40,-27.273889,28.49,2011-12-01,49.114,136.6,32.0,164.3,12333.0,9060.0,9264.5,8181.0,0.1420766292394946,-0.0111599225081174
41,-27.4275,28.525833,2011-12-01,62.326,163.9,45.0,163.6,16767.0,10794.0,18026.5,15340.5,-0.0361992900972881,-0.2509498447285778
42,-28.883333,27.89,2011-12-01,117.44,271.7,10.0,164.2,14007.5,9248.0,12553.5,9979.0,0.0547419148375435,-0.1516180079352331
43,-27.00222,28.76528,2011-01-13,63.848,190.9,62.0,161.6,13724.0,9691.0,13005.5,10754.5,0.0268804130268054,-0.1460357323816441
44,-27.02314,28.59389,2011-01-13,62.806,192.7,35.0,163.1,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797
45,-30.534167,24.961944,2011-01-13,100.962,142.6,80.0,205.0,15132.5,10835.0,13586.0,11169.0,0.05385030555217,-0.11264894967446
46,-28.460833,21.248889,2011-01-13,102.898,353.0,51.0,244.7,14599.0,12046.5,12067.0,11038.5,0.0949523738093448,-0.000850146183673
47,-29.658056,25.973333,2011-01-14,86.742,107.0,85.0,186.90001,14001.0,10765.0,12520.0,10583.0,0.0558425398740618,-0.0753704101352799
48,-28.760833,17.730278,2011-01-16,95.398,297.2,64.0,257.5,11190.0,11426.0,7687.5,7645.0,0.1855383392928079,0.01275080054398084
49,-25.513889,31.224444,2011-01-17,63.165,155.5,11.0,149.40001,14776.0,9116.5,12424.0,9895.0,0.0864705882352938,-0.1535479677816199
50,-26.861111,28.884722,2011-01-17,101.685,315.4,114.0,161.0,17658.5,9550.0,13746.5,10574.0,0.1245661518866418,-0.1801343549460211
51,-31.554722,29.245556,2011-01-17,58.2,197.2,12.0,123.700005,19619.0,9449.0,13890.0,10042.0,0.1709689934047564,-0.1902823599982853
52,-28.058889,30.373611,2011-01-17,58.0,220.0,100.0,158.0,14514.0,9326.0,12189.5,9706.0,0.087048514239706,-0.1330900978364428
53,-25.127778,27.628889,2011-01-18,131.0,415.0,163.0,169.3,7814.0,5189.5,6664.0,5222.0,0.0794308606161066,-0.1243936390095741
54,-25.20639,27.558,2011-01-18,102.0,516.0,90.0,170.0,14137.5,10466.5,10315.5,8536.0,0.1562998405103662,0.0072659031854489
55,-24.69514,27.40906,2011-01-18,124.0,509.0,158.0,172.90001,15543.0,10647.0,11919.5,9642.5,0.1319435593991802,-0.0563888950435377
56,-25.681111,31.783333,2011-01-18,53.322,247.7,10.0,149.2,13298.5,10809.0,10191.0,9261.0,0.1322931522595196,0.01275080054398084
57,-27.802778,28.768333,2011-01-18,41.891,116.9,23.0,159.1,12128.5,9803.5,9325.0,8486.0,0.1306779779523148,0.01275080054398084
58,-27.398611,26.614722,2011-01-18,133.319,323.7,139.0,191.90001,15515.5,10247.0,12823.0,10403.5,0.0950120860313704,-0.111660164716081
59,-31.104278,29.399722,2011-01-18,52.984,129.0,10.0,134.1,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
60,-31.396,29.2651,2011-01-18,35.741,89.2,10.0,134.5,12488.0,11835.5,8894.0,8335.0,0.1680853053970621,0.01275080054398084
61,-33.38056,19.30167,2011-01-18,32.968,174.3,41.0,194.3,15820.0,10665.5,16377.5,13975.0,-0.0173150089292646,-0.2112191694708419
62,-33.31388889,19.07472222,2011-01-18,30.257,208.2,23.0,205.90001,13162.5,9546.5,12786.0,10889.0,0.014509509220186,-0.1450576514049025
63,-27.495556,26.074722,2011-01-18,176.0,458.0,91.0,194.2,17937.5,11044.5,18143.5,14152.5,-0.0057093761259388,-0.2432163902973816
64,-24.39619444,27.08983333,2011-01-19,120.0,508.0,142.0,169.2,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
65,-26.970278,27.211111,2011-01-19,63.9,202.4,101.0,173.90001,10218.0,11040.0,7946.5,7735.0,0.1250516116601056,0.01275080054398084
66,-26.880278,26.965,2011-01-19,235.0,593.0,176.0,175.5,14265.0,9582.5,14182.0,11071.5,0.0029177066122965,-0.1935449935828644
67,-27.273889,28.49,2011-01-19,63.114,149.5,11.0,164.3,12333.0,9060.0,9264.5,8181.0,0.1420766292394946,-0.0111599225081174
68,-27.3,28.586944,2011-01-19,59.091,150.3,16.0,163.40001,14954.0,9636.0,14753.0,11537.5,0.0067660820681993,-0.2098077001927089
69,-27.044444,27.005,2011-01-19,83.5,225.2,102.0,178.7,17418.5,9908.0,13987.0,10115.0,0.1092643008390246,-0.1707051684452807
70,-30.568333,29.422778,2011-01-19,40.9,109.3,12.0,137.7,16880.0,9196.5,12987.5,10366.5,0.1303256047543312,-0.1708889289578066
71,-30.570833,29.150556,2011-01-19,40.72,90.6,10.0,138.90001,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
72,-34.031944,22.053333,2011-01-19,17.64,266.5,10.0,157.5,9058.0,7859.0,8310.0,7822.0,0.0430677107323811,-0.027892881439792
73,-33.13083,18.86278,2011-01-19,19.323,117.3,35.0,207.1,15187.0,11456.5,14527.0,12799.0,0.0222117520360771,-0.1181711470741042
74,-33.7075,18.97444444,2011-01-19,7.891,78.6,27.0,200.3,14270.0,9913.0,13652.0,11469.5,0.0221330850225627,-0.1586675153829825
75,-25.57877778,29.12747222,2011-01-19,58.232,231.7,10.0,161.6,13560.0,10076.0,16388.0,13014.0,-0.0944303459329501,-0.2385126964933485
76,-26.006389,29.253889,2011-01-20,77.092,367.0,14.0,152.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
77,-27.02314,28.59389,2011-01-20,94.557,254.9,15.0,163.1,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797
78,-30.679722,26.7125,2011-01-20,73.862,158.9,10.0,180.90001,13400.0,10548.0,7764.0,7659.0,0.266301266301265,0.01275080054398084
79,-28.460833,21.248889,2011-01-20,85.7,259.1,29.0,244.7,14599.0,12046.5,12067.0,11038.5,0.0949523738093448,-0.000850146183673
80,-30.77586667,29.03221667,2011-01-20,40.9,110.2,12.0,141.5,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
81,-24.925278,29.324444,2011-01-21,85.636,381.0,59.0,162.40001,13185.0,9112.0,13904.5,11277.0,-0.0265601063142545,-0.2082201898637924
82,-28.460833,21.248889,2011-01-21,81.0,243.2,43.0,244.7,14599.0,12046.5,12067.0,11038.5,0.0949523738093448,-0.000850146183673
83,-24.679167,30.8025,2011-01-24,24.95,99.6,10.0,143.3,12245.0,9505.5,14908.5,13718.0,-0.0980904855727619,-0.2213074465470622
84,-25.99136,27.84208,2011-01-24,90.9,324.2,32.0,161.1,18631.5,11771.5,16495.0,12815.0,0.0608230253512303,-0.1671059381246346
85,-25.49037,30.6986,2011-01-24,36.957,124.5,10.0,144.7,10676.0,8325.0,8915.5,8274.0,0.0898603986422678,-0.034250746788086
86,-26.970278,27.211111,2011-01-24,76.24,287.3,96.0,173.90001,10218.0,11040.0,7946.5,7735.0,0.1250516116601056,0.01275080054398084
87,-27.671111,27.236944,2011-01-24,47.184,142.9,129.0,182.90001,14887.0,10943.0,13522.0,11403.0,0.0480481537540918,-0.1054159002656852
88,-27.356667,27.286389,2011-01-24,87.25,208.7,123.0,182.40001,16828.5,9502.5,12665.5,9643.0,0.1411473520037969,-0.1426831468783826
89,-27.01011111,26.69808333,2011-01-25,77.006,299.3,125.0,183.5,12433.5,10433.5,9579.5,8531.5,0.1296506609730608,0.01275080054398084
90,-26.98472222,26.63227778,2011-01-25,153.0,410.0,158.0,181.40001,13683.0,10207.0,14011.5,11850.5,-0.0118615609597573,-0.1570906538390067
91,-27.398611,26.614722,2011-01-25,60.7,162.1,138.0,191.90001,15515.5,10247.0,12823.0,10403.5,0.0950120860313704,-0.111660164716081
92,-33.818056,19.694722,2011-01-25,11.901,145.1,10.0,201.8,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
93,-25.45963889,28.26430556,2011-01-25,144.132,560.0,82.0,164.5,13959.0,9926.0,15156.5,12552.5,-0.0411292953924884,-0.2085318449117902
94,-33.897778,20.012778,2011-01-25,99.926,1368.0,56.0,196.1,13871.0,9154.0,11520.0,9420.0,0.0925918632586346,-0.1144432620682978
95,-25.81048333,27.90955222,2011-01-26,110.0,652.0,10.0,164.1,16870.5,9753.0,13408.0,10257.0,0.1143550704295123,-0.1578083847847668
96,-34.065833,20.404167,2011-01-26,68.815,758.0,10.0,179.3,13535.0,8387.0,10165.0,8604.0,0.1421940928270036,-0.0958387235877528
97,-24.058889,31.237222,2011-01-26,70.928,306.4,15.0,154.6,14757.5,9468.5,13111.5,10821.0,0.0590620402597866,-0.1613374667847645
98,-26.648056,27.089444,2011-01-26,243.0,556.0,12.0,170.90001,19310.5,9597.0,12954.5,9447.5,0.1969936463660307,-0.1488814491275518
99,-26.880278,26.965,2011-01-26,217.0,535.0,176.0,175.5,14265.0,9582.5,14182.0,11071.5,0.0029177066122965,-0.1935449935828644
100,-27.273889,28.49,2011-01-26,56.863,140.9,29.0,164.3,12333.0,9060.0,9264.5,8181.0,0.1420766292394946,-0.0111599225081174
101,-27.044444,27.005,2011-01-26,82.651,220.5,96.0,178.7,17418.5,9908.0,13987.0,10115.0,0.1092643008390246,-0.1707051684452807
102,-34.092222,21.295278,2011-01-26,26.088,187.5,10.0,173.1,14913.0,9525.0,13943.0,11317.0,0.0336151926808981,-0.1882563490710747
103,-27.02314,28.59389,2011-01-27,113.459,167.3,12.0,163.1,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797
104,-26.73806,27.59194,2011-01-27,63.354,199.9,56.0,168.1,9089.5,9167.0,7963.0,7740.0,0.066060694912769,0.01275080054398084
105,-28.760833,17.730278,2011-01-30,84.627,230.7,33.0,257.5,11190.0,11426.0,7687.5,7645.0,0.1855383392928079,0.01275080054398084
106,-26.861111,28.884722,2011-01-31,82.136,182.3,109.0,161.0,17658.5,9550.0,13746.5,10574.0,0.1245661518866418,-0.1801343549460211
107,-26.73806,27.59194,2011-01-31,56.127,318.5,30.0,168.1,9089.5,9167.0,7963.0,7740.0,0.066060694912769,0.01275080054398084
108,-25.127778,27.628889,2011-01-02,128.967,377.0,163.0,169.3,7814.0,5189.5,6664.0,5222.0,0.0794308606161066,-0.1243936390095741
109,-24.69514,27.40906,2011-01-02,125.275,491.0,158.0,172.90001,15543.0,10647.0,11919.5,9642.5,0.1319435593991802,-0.0563888950435377
110,-27.363611,31.783333,2011-01-02,69.459,186.9,10.0,154.40001,17894.5,9281.0,13078.0,9695.0,0.1555089192025178,-0.1698197593810091
111,-27.802778,28.768333,2011-01-02,43.422,116.9,13.0,159.1,12128.5,9803.5,9325.0,8486.0,0.1306779779523148,0.01275080054398084
112,-29.160278,26.573333,2011-01-02,110.418,255.6,86.0,190.1,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
113,-34.329722,18.990278,2011-01-02,9.639,159.1,10.0,158.2,10864.0,8959.0,12654.0,11808.5,-0.0761119142784247,-0.1709619210660243
114,-25.20639,27.558,2011-02-02,120.441,549.0,59.0,170.0,14137.5,10466.5,10315.5,8536.0,0.1562998405103662,0.0072659031854489
115,-23.281,30.54305556,2011-03-02,179.566,377.0,10.0,154.40001,17210.0,11879.5,18270.5,15619.5,-0.0298896576992995,-0.211973466003316
116,-28.801278,31.955389,2011-03-02,267.057,1405.0,27.0,150.2,16685.5,9427.0,12127.0,9348.0,0.1582125813449018,-0.1252667718288942
117,-27.00222,28.76528,2011-03-02,77.106,184.2,25.0,161.6,13724.0,9691.0,13005.5,10754.5,0.0268804130268054,-0.1460357323816441
118,-27.02314,28.59389,2011-03-02,73.521,195.0,17.0,163.1,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797
119,-27.3,28.586944,2011-03-02,79.329,175.8,18.0,163.40001,14954.0,9636.0,14753.0,11537.5,0.0067660820681993,-0.2098077001927089
120,-30.679722,26.7125,2011-03-02,110.608,213.21,10.0,180.90001,13400.0,10548.0,7764.0,7659.0,0.266301266301265,0.01275080054398084
121,-28.460833,21.248889,2011-03-02,83.815,282.2,61.0,244.7,14599.0,12046.5,12067.0,11038.5,0.0949523738093448,-0.000850146183673
122,-28.460833,21.248889,2011-04-02,75.303,416.5,43.5,244.7,14599.0,12046.5,12067.0,11038.5,0.0949523738093448,-0.000850146183673
123,-29.140556,31.391944,2011-07-02,52.323,410.0,11.0,143.5,13930.0,11594.0,8610.0,8471.0,0.2360248447204958,0.01275080054398084
124,-25.99136,27.84208,2011-07-02,98.8,368.0,15.0,161.1,18631.5,11771.5,16495.0,12815.0,0.0608230253512303,-0.1671059381246346
125,-24.058889,31.237222,2011-07-02,95.677,371.0,10.0,154.6,14757.5,9468.5,13111.5,10821.0,0.0590620402597866,-0.1613374667847645
126,-26.73806,27.59194,2011-07-02,58.238,193.4,81.0,168.1,9089.5,9167.0,7963.0,7740.0,0.066060694912769,0.01275080054398084
127,-30.86013889,29.07125,2011-07-02,45.978,119.3,10.0,140.6,14558.0,10724.5,11450.0,10000.5,0.1195016917871419,-0.0327177613925904
128,-27.356667,27.286389,2011-07-02,93.012,203.7,100.0,182.40001,16828.5,9502.5,12665.5,9643.0,0.1411473520037969,-0.1426831468783826
129,-28.058889,30.373611,2011-07-02,71.0,290.0,100.0,158.0,14514.0,9326.0,12189.5,9706.0,0.087048514239706,-0.1330900978364428
130,-27.01011111,26.69808333,2011-08-02,101.723,207.1,15.0,183.5,12433.5,10433.5,9579.5,8531.5,0.1296506609730608,0.01275080054398084
131,-27.169444,29.233889,2011-08-02,101.294,225.9,10.0,157.3,6219.0,4774.0,5600.5,4803.0,0.052328778713143,-0.0796664899513221
132,-26.98472222,26.63227778,2011-08-02,206.521,612.0,158.0,181.40001,13683.0,10207.0,14011.5,11850.5,-0.0118615609597573,-0.1570906538390067
133,-27.398611,26.614722,2011-08-02,92.527,237.8,53.0,191.90001,15515.5,10247.0,12823.0,10403.5,0.0950120860313704,-0.111660164716081
134,-27.573056,24.746389,2011-08-02,113.181,304.7,10.0,208.40001,17012.5,9767.5,12108.0,9335.0,0.1684208718943693,-0.1069918401865095
135,-33.501667,21.624167,2011-08-02,178.546,896.0,24.0,189.1,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
136,-32.502778,19.535833,2011-08-02,27.104,168.6,10.0,233.40001,17653.0,13104.0,19330.0,16984.0,-0.0453451585863774,-0.191959055312326
137,-25.45963889,28.26430556,2011-08-02,118.92,530.0,82.0,164.5,13959.0,9926.0,15156.5,12552.5,-0.0411292953924884,-0.2085318449117902
138,-26.970278,27.211111,2011-09-02,68.54,209.0,90.0,173.90001,10218.0,11040.0,7946.5,7735.0,0.1250516116601056,0.01275080054398084
139,-27.273889,28.49,2011-09-02,82.521,189.8,31.0,164.3,12333.0,9060.0,9264.5,8181.0,0.1420766292394946,-0.0111599225081174
140,-28.69485,28.23487,2011-09-02,140.367,276.7,10.0,160.7,14198.0,8931.0,11670.0,9620.0,0.0977269212927165,-0.1329547109363617
141,-28.883333,27.89,2011-09-02,121.513,242.8,10.0,164.2,14007.5,9248.0,12553.5,9979.0,0.0547419148375435,-0.1516180079352331
142,-27.02314,28.59389,2011-10-02,132.58,353.0,25.0,163.1,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797
143,-30.679722,26.7125,2011-10-02,97.433,207.4,10.0,180.90001,11724.0,10468.0,7895.0,7622.0,0.1951679494367695,0.01275080054398084
144,-30.534167,24.961944,2011-10-02,60.941,152.6,10.0,205.0,15132.5,10835.0,13586.0,11169.0,0.05385030555217,-0.11264894967446
145,-34.031944,22.053333,2011-10-02,12.53,263.7,10.0,157.5,9058.0,7859.0,8310.0,7822.0,0.0430677107323811,-0.027892881439792
146,-34.039722,22.133333,2011-10-02,5.0,396.0,10.0,156.0,13491.5,9266.0,13393.0,11250.5,0.0036638211608919,-0.182135133942362
147,-32.595833,19.009444,2011-10-02,10.526,84.8,10.0,218.5,15218.5,10334.0,14735.0,12208.5,0.0161416862804012,-0.175555466911324
148,-28.801278,31.955389,2011-11-02,116.762,515.0,14.0,150.2,16685.5,9427.0,12127.0,9348.0,0.1582125813449018,-0.1252667718288942
149,-29.658056,25.973333,2011-11-02,101.804,213.9,147.0,186.90001,14001.0,10765.0,12520.0,10583.0,0.0558425398740618,-0.0753704101352799
150,-28.068333,31.55,2011-11-02,56.453,190.7,10.0,159.1,16337.5,9854.5,14979.0,11663.0,0.043379688023885,-0.2063543197696651
151,-28.760833,17.730278,2011-02-13,77.58,217.0,35.0,257.5,11190.0,11426.0,7687.5,7645.0,0.1855383392928079,0.01275080054398084
152,-29.7775,29.470833,2011-02-14,9.45,41.2,10.0,138.3,16079.5,9355.0,12341.5,9665.5,0.1315224657823435,-0.1376489295508486
153,-29.987778,29.851667,2011-02-14,33.358,97.1,10.0,136.0,19052.5,9616.0,14601.0,11173.5,0.1322745033948916,-0.2058471321798728
154,-29.744167,29.905833,2011-02-14,19.682,67.8,10.0,141.6,15146.5,9829.5,12551.0,9830.5,0.0937088184854225,-0.1216013940707306
155,-26.861111,28.884722,2011-02-14,64.013,241.0,18.0,161.0,17658.5,9550.0,13746.5,10574.0,0.1245661518866418,-0.1801343549460211
156,-26.45,28.085833,2011-02-14,135.21,642.0,80.0,162.5,15210.0,10720.0,17974.0,14201.0,-0.0832931533269042,-0.2528054645570494
157,-31.396,29.2651,2011-02-14,21.155,69.9,10.0,134.5,12488.0,11835.5,8894.0,8335.0,0.1680853053970621,0.01275080054398084
158,-25.20639,27.558,2011-02-15,109.812,519.0,57.0,170.0,14137.5,10466.5,10315.5,8536.0,0.1562998405103662,0.0072659031854489
159,-24.69514,27.40906,2011-02-15,130.318,527.0,112.0,172.90001,15543.0,10647.0,11919.5,9642.5,0.1319435593991802,-0.0563888950435377
160,-26.006389,29.253889,2011-02-15,98.186,572.0,10.0,152.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
161,-27.802778,28.768333,2011-02-15,62.998,153.0,10.0,159.1,12128.5,9803.5,9325.0,8486.0,0.1306779779523148,0.01275080054398084
162,-27.398611,26.614722,2011-02-15,110.057,283.9,63.0,191.90001,15515.5,10247.0,12823.0,10403.5,0.0950120860313704,-0.111660164716081
163,-27.671111,27.236944,2011-02-15,91.236,218.7,61.0,182.90001,14887.0,10943.0,13522.0,11403.0,0.0480481537540918,-0.1054159002656852
164,-29.160278,26.573333,2011-02-15,167.527,385.0,156.0,190.1,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
165,-30.568333,29.422778,2011-02-15,49.85,122.0,14.0,137.7,17023.0,9417.0,13069.5,10005.5,0.1313782503946161,-0.1624307918084176
166,-30.570833,29.150556,2011-02-15,37.25,99.8,10.0,138.90001,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
167,-33.38056,19.30167,2011-02-15,18.132,118.2,41.0,194.3,15820.0,10665.5,16377.5,13975.0,-0.0173150089292646,-0.2112191694708419
168,-33.31388889,19.07472222,2011-02-15,28.822,177.4,22.0,205.90001,13162.5,9546.5,12786.0,10889.0,0.014509509220186,-0.1450576514049025
169,-27.495556,26.074722,2011-02-15,145.379,373.0,163.0,194.2,17937.5,11044.5,18143.5,14152.5,-0.0057093761259388,-0.2432163902973816
170,-25.436111,31.982222,2011-02-16,74.369,226.2,10.0,148.90001,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
171,-24.39619444,27.08983333,2011-02-16,233.162,535.0,145.0,169.2,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
172,-25.67386,31.57527,2011-02-16,36.36,117.2,22.0,154.8,17360.5,9328.0,12598.5,9475.0,0.1589505657732229,-0.1491574122636985
173,-30.733889,29.828333,2011-02-16,27.45,84.6,10.0,132.40001,16068.0,9712.5,14358.0,11011.0,0.0562019325576807,-0.1929955754969768
174,-30.398056,30.601944,2011-02-16,36.467,233.3,10.0,134.7,17011.0,9213.5,12459.5,9742.5,0.1544425781713912,-0.1497716052230879
175,-27.273889,28.49,2011-02-16,86.062,180.1,14.0,164.3,12333.0,9060.0,9264.5,8181.0,0.1420766292394946,-0.0111599225081174
176,-27.3,28.586944,2011-02-16,80.576,159.4,15.0,163.40001,14954.0,9636.0,14753.0,11537.5,0.0067660820681993,-0.2098077001927089
177,-27.044444,27.005,2011-02-16,93.716,233.7,32.0,178.7,17418.5,9908.0,13987.0,10115.0,0.1092643008390246,-0.1707051684452807
178,-30.86013889,29.07125,2011-02-16,43.627,110.7,10.0,140.6,14558.0,10724.5,11450.0,10000.5,0.1195016917871419,-0.0327177613925904
179,-30.77586667,29.03221667,2011-02-16,45.391,100.9,10.0,141.5,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
180,-33.13083,18.86278,2011-02-16,11.685,106.8,42.0,207.1,15187.0,11456.5,14527.0,12799.0,0.0222117520360771,-0.1181711470741042
181,-24.925278,29.324444,2011-02-17,122.0,109.1,37.0,162.40001,13185.0,9112.0,13904.5,11277.0,-0.0265601063142545,-0.2082201898637924
182,-27.00222,28.76528,2011-02-17,100.355,228.5,36.0,161.6,13724.0,9691.0,13005.5,10754.5,0.0268804130268054,-0.1460357323816441
183,-27.02314,28.59389,2011-02-17,96.161,229.9,57.0,163.1,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797
